公司名称,公司地址,薪资水平,职位信息
厦门博视源机器视觉技术有限公司 ,厦门,8000-15000元/月,算法工程师
易思维(天津)科技有限公司 ,天津,12000-24000元/月,算法工程师
清投智能(北京)科技有限公司 ,北京,10001-15000元/月,算法工程师
西安盈谷网络科技有限公司 ,西安,7000-14000元/月,算法工程师
成都启英泰伦科技有限公司 ,成都,15000-30000元/月,语音/视频/图形开发
广州艾博智慧软件系统有限公司 ,广州,12000-20000元/月,算法工程师
奥泰医疗系统有限责任公司 ,成都,12000-18000元/月,算法工程师
天津煋鸟科技有限公司 ,天津,8000-15000元/月,算法工程师
坎德拉(深圳)科技创新有限公司 ,深圳,15001-20000元/月,算法工程师
北京兆维科技开发有限公司 ,西安,10001-15000元/月,算法工程师
武汉尺子科技有限公司 ,武汉,10000-20000元/月,算法工程师
立得空间信息技术股份有限公司 ,武汉,10000-20000元/月,算法工程师
上海金卓网络科技有限公司 ,成都,10000-20000元/月,其他
完美世界(北京)软件有限公司 ,北京,20001-30000元/月,高级软件工程师
易思维(天津)科技有限公司 ,天津,12000-24000元/月,算法工程师
大连中睿科技发展有限公司 ,大连,6000-12000元/月,算法工程师
北京远鉴科技股份有限公司 ,北京,30001-50000元/月,算法工程师
易思维(天津)科技有限公司 ,杭州,12000-24000元/月,算法工程师
苏州中科天启遥感科技有限公司 ,苏州,15001-20000元/月,算法工程师
海南拍拍看信息技术有限公司 ,海口,10000-20000元/月,语音/视频/图形开发
杭州艾米机器人有限公司 ,杭州,10001-15000元/月,软件研发工程师
珠海网博信息科技股份有限公司,珠海,6000-12000元/月,算法工程师
苏州德创测控科技有限公司 ,苏州,10000-20000元/月,高级软件工程师
武汉尺子科技有限公司 ,武汉,13000-25000元/月,算法工程师
广州图匠数据科技有限公司 ,广州,15000-30000元/月,算法工程师
北京智芯原动科技有限公司 ,天津,15000-20000元/月,算法工程师
福州海神宽频信息技术有限公司 ,福州,15001-20000元/月,算法工程师
武汉中海庭数据技术有限公司 ,武汉,15000-20000元/月,系统架构设计师
先临三维科技股份有限公司 ,杭州,15000-30000元/月,算法工程师
广州橘子电气有限公司 ,广州,8000-16000元/月,自动化工程师
西安科赛图像科技有限责任公司,西安,8000-12000元/月,算法工程师
洛阳中科协同科技有限公司 ,洛阳,4001-6000元/月,算法工程师
北京海天起点技术服务股份有限公司,长沙,8000-15000元/月,互联网软件工程师
深圳市裂石影音科技有限公司 ,深圳,10001-15000元/月,硬件工程师
四川拜伦科技有限公司 ,成都,10001-15000元/月,软件工程师
深圳派鲜科技有限公司 ,深圳,9000-11000元/月,软件工程师
易图视影像设备（上海）有限公司,上海,6001-8000元/月,软件工程师
大连云动力科技有限公司 ,大连,6000-12000元/月,算法工程师
今典(北京)教育科技有限责任公司 ,太原,8001-10000元/月,算法工程师
石家庄达内软件科技有限公司,唐山,3000-5000元/月,系统架构设计师
今典(北京)教育科技有限责任公司 ,合肥,8001-10000元/月,算法工程师
炘宇(上海)管理咨询有限公司 ,上海,25000-40000元/月,算法工程师
北京升凯网络科技有限公司 ,青岛,3500-5000元/月,系统集成工程师
上海高仙自动化科技发展有限公司 ,上海,15000-30000元/月,软件工程师
武汉威昂科技有限公司 ,武汉,6001-8000元/月,高级软件工程师
龙马智芯(珠海横琴)科技有限公司 ,珠海,4001-6000元/月,算法工程师
广州慧睿思通信息科技有限公司 ,广州,10000-20000元/月,通信技术工程师
北京度量科技有限公司 ,北京,7000-12000元/月,软件工程师
中科物栖(北京)科技有限责任公司 ,北京,30000-50000元/月,集成电路IC设计/应用工程师
北京度量科技有限公司 ,北京,7000-12000元/月,高级软件工程师
深圳市拓展信息咨询有限公司 ,深圳,30001-50000元/月,算法工程师
河南数字网络工程有限公司 ,郑州,8000-12000元/月,算法工程师
杭州博博科技有限公司 ,杭州,10001-15000元/月,软件研发工程师
软通动力信息技术(集团)有限公司,深圳,9000-15000元/月,嵌入式软件开发
众泰新能源汽车有限公司 ,杭州,10000-15000元/月,其他
智久(厦门)机器人科技有限公司,上海,20001-30000元/月,算法工程师
北京易泊时代科技有限公司 ,北京,10001-15000元/月,算法工程师
众泰新能源汽车有限公司 ,杭州,8000-10000元/月,其他
大唐移动通信设备有限公司 ,北京,12000-20000元/月,算法工程师
武汉威昂科技有限公司 ,武汉,6001-8000元/月,互联网软件工程师
滴滴出行,北京,30000-60000元/月,算法工程师
珠海市新德汇信息技术有限公司 ,合肥,7500-15000元/月,算法工程师
北京臻迪机器人有限公司,北京,3500-7000元/月,ERP技术/开发应用
同方威视技术股份有限公司,南京,15001-20000元/月,算法工程师
南京力众企业管理咨询有限公司苏州办事处 ,南京,15001-20000元/月,语音/视频/图形开发
阿里巴巴集团 ,北京,面议,其他
上海芒橙网络科技有限公司 ,上海,4001-6000元/月,仿真应用工程师
北京字节跳动科技有限公司 ,北京,25000-50000元/月,数据运营
福建帝视信息科技有限公司 ,南平,18000-35000元/月,算法工程师
朗新科技股份有限公司 ,武汉,6000-10000元/月,算法工程师
湖南竟宁智能科技有限公司 ,长沙,8001-10000元/月,高级软件工程师
北京字节跳动科技有限公司 ,北京,25000-45000元/月,脚本开发工程师
国蓉科技有限公司 ,成都,12000-20000元/月,算法工程师
智久(厦门)机器人科技有限公司,上海,15000-30000元/月,算法工程师
朗新科技股份有限公司 ,厦门,6000-10000元/月,算法工程师
北京字节跳动科技有限公司 ,上海,25000-45000元/月,音频/视频工程师/技术员
华为技术有限公司 ,深圳,面议,算法工程师
厦门艾帝尔斯进出口有限公司 ,厦门,4001-6000元/月,数据运营
北京四维图新科技股份有限公司,武汉,10000-20000元/月,软件研发工程师
爱笔(北京)智能科技有限公司 ,北京,30000-60000元/月,算法工程师
朗新科技股份有限公司 ,杭州,7000-14000元/月,算法工程师
厦门艾帝尔斯进出口有限公司 ,厦门,6001-8000元/月,算法工程师
朗新科技股份有限公司 ,武汉,7000-14000元/月,算法工程师
朗新科技股份有限公司 ,北京,7000-14000元/月,算法工程师
朗新科技股份有限公司 ,武汉,8000-15000元/月,算法工程师
圣盈信(北京)管理咨询有限公司 ,北京,25000-50000元/月,IT技术支持/维护工程师
同程艺龙 ,北京,18000-35000元/月,高级软件工程师
杭州暖芯迦电子科技有限公司,杭州,100001-150000元/月,电子技术研发工程师
贝壳找房 ,北京,20000-40000元/月,算法工程师
朗新科技股份有限公司 ,无锡,7000-14000元/月,算法工程师
酷聘科技(北京)有限公司 ,北京,50001-70000元/月,算法工程师
天津易华录信息技术有限公司 ,天津,9000-18000元/月,算法工程师
北京越洋普华信息科技有限责任公司 ,北京,6001-8000元/月,算法工程师
北京中测智绘科技有限公司 ,北京,15000-25000元/月,算法工程师
同方威视技术股份有限公司,北京,1000-2000元/月,算法工程师
中青联盟大数据研究(北京)有限公司 ,北京,10001-15000元/月,算法工程师
阿里巴巴集团 ,北京,面议,算法工程师
北京四维图新科技股份有限公司,武汉,10000-20000元/月,算法工程师
阿里巴巴集团 ,乌鲁木齐,面议,算法工程师
摹根麦肯立人才服务(上海)有限公司,上海,面议,软件工程师
上海常仁信息科技有限公司 ,上海,12000-20000元/月,算法工程师
北京越洋普华信息科技有限责任公司 ,北京,10000-20000元/月,算法工程师
山东正心医疗科技有限公司 ,北京,15000-25000元/月,算法工程师
山东正心医疗科技有限公司 ,苏州,20000-35000元/月,算法工程师
山东正心医疗科技有限公司 ,烟台,8000-15000元/月,算法工程师
惠州市德赛西威汽车电子股份有限公司 ,惠州,10000-20000元/月,算法工程师
北京字节跳动科技有限公司 ,北京,25000-50000元/月,脚本开发工程师
惠州市德赛西威汽车电子股份有限公司 ,惠州,10000-20000元/月,算法工程师
南京行狐电子商务有限公司 ,南京,8001-10000元/月,算法工程师
中哈健康科技(北京)有限公司 ,太原,6001-8000元/月,算法工程师
惠州市德赛西威汽车电子股份有限公司 ,惠州,10000-20000元/月,算法工程师
惠州市德赛西威汽车电子股份有限公司 ,惠州,10000-20000元/月,算法工程师
上海瀚纳仕人才管理咨询有限公司 ,潮州,面议,系统工程师
惠州市德赛西威汽车电子股份有限公司 ,惠州,10000-20000元/月,算法工程师
惠州市德赛西威汽车电子股份有限公司 ,惠州,10000-20000元/月,算法工程师
北京海思瑞格科技有限公司 ,北京,25000-50000元/月,算法工程师
法法汽车(中国)有限公司 ,上海,15001-20000元/月,其他
智久(厦门)机器人科技有限公司,上海,20000-40000元/月,算法工程师
智久(厦门)机器人科技有限公司,上海,25000-50000元/月,算法工程师
法法汽车(中国)有限公司 ,上海,15001-20000元/月,其他
北京海思瑞格科技有限公司 ,北京,12500-25000元/月,算法工程师
南京梧桐微电子科技有限公司 ,南京,8001-10000元/月,软件工程师
舜宇集团有限公司,宁波,面议,算法工程师
北京安点科技有限责任公司 ,北京,15001-20000元/月,高级软件工程师
海马汽车有限公司,郑州,8000-15000元/月,其他
大公国际信用评级集团有限公司,北京,20001-30000元/月,数据库开发工程师
中电科大数据研究院有限公司 ,成都,15001-20000元/月,算法工程师
广东寰球智能科技有限公司 ,佛山,10000-20000元/月,算法工程师
成都知壹家网络技术有限公司 ,成都,10000-20000元/月,算法工程师
珠海市魅族科技有限公司 ,珠海,15001-20000元/月,算法工程师
中兴通讯股份有限公司 ,武汉,面议,算法工程师
杭州瑞普基因科技有限公司 ,杭州,6001-8000元/月,其他
北京全电智领科技有限公司 ,北京,15000-25000元/月,算法工程师
西安杰邦智慧视觉科技有限公司 ,西安,8000-12000元/月,算法工程师
上海载和网络科技有限公司 ,上海,10001-15000元/月,软件工程师
展讯通信(上海)有限公司,上海,10000-20000元/月,算法工程师
平安科技(深圳)有限公司,南京,面议,高级软件工程师
同方威视技术股份有限公司,北京,6001-8000元/月,CAD设计/制图
科大讯飞股份有限公司,成都,15000-25000元/月,算法工程师
北京四维图新科技股份有限公司,北京,15001-20000元/月,高级软件工程师
上海航天电子有限公司 ,上海,20001-30000元/月,算法工程师
中兴通讯股份有限公司 ,南京,面议,算法工程师
立得空间信息技术股份有限公司 ,武汉,10001-15000元/月,算法工程师
浩云科技股份有限公司,广州,9000-18000元/月,算法工程师
北京梧桐木管理咨询有限公司 ,北京,20000-40000元/月,算法工程师
中兴通讯股份有限公司 ,南京,面议,电信网络工程师
上海帝联信息科技股份有限公司,上海,25000-45000元/月,语音/视频/图形开发
禾多科技(北京)有限公司 ,北京,15000-30000元/月,算法工程师
禾多科技(北京)有限公司 ,北京,20001-30000元/月,算法工程师
杭州妞诺科技有限公司 ,杭州,8000-12000元/月,算法工程师
深圳市海德威视科技有限公司 ,深圳,10001-15000元/月,算法工程师
拉卡拉云商网络有限公司 ,北京,50000-80000元/月,算法工程师
上海优稿头网络科技有限公司 ,西安,30001-50000元/月,互联网软件工程师
上海优稿头网络科技有限公司 ,广州,30001-50000元/月,互联网软件工程师
上海优稿头网络科技有限公司 ,武汉,30001-50000元/月,互联网软件工程师
上海优稿头网络科技有限公司 ,哈尔滨,30001-50000元/月,互联网软件工程师
深圳市海德威视科技有限公司 ,深圳,10001-15000元/月,算法工程师
浙江运达风电股份有限公司 ,杭州,8000-15000元/月,算法工程师
上海优稿头网络科技有限公司 ,深圳,30001-50000元/月,互联网软件工程师
北京字节跳动科技有限公司 ,北京,20000-40000元/月,音频/视频工程师/技术员
上海优稿头网络科技有限公司 ,天津,30001-50000元/月,互联网软件工程师
小船出海教育科技(北京)有限公司 ,北京,20001-30000元/月,软件研发工程师
中智四川经济技术合作有限公司 ,成都,15000-25000元/月,系统集成工程师
高新兴科技集团股份有限公司 ,广州,20000-35000元/月,算法工程师
南京福怡科技发展股份有限公司 ,南京,9000-18000元/月,算法工程师
