公司名称,公司地址,薪资水平,职位信息
大连苍龙机器人有限公司 ,大连,100001-150000元/月,软件研发工程师
苏州中科天启遥感科技有限公司 ,苏州,8001-10000元/月,算法工程师
北京聚辉管理咨询有限公司 ,北京,30001-50000元/月,通信研发工程师
福建首松智能科技有限公司 ,福州,5000-10000元/月,算法工程师
武汉未来组生物科技有限公司 ,武汉,8001-10000元/月,算法工程师
重庆润通智能装备有限公司 ,重庆,10000-20000元/月,算法工程师
华建蓝海科技 ,福州,12000-24000元/月,算法工程师
深圳市爱协生科技有限公司 ,深圳,10001-15000元/月,算法工程师
长沙速比信网络科技有限公司 ,长沙,8000-16000元/月,高级软件工程师
深圳一电科技有限公司,深圳,20000-40000元/月,算法工程师
成都掌中全景信息技术有限公司 ,成都,5000-10000元/月,算法工程师
武汉中海庭数据技术有限公司 ,武汉,15000-20000元/月,系统架构设计师
山东明农农业发展股份有限公司 ,临沂,3000-5000元/月,算法工程师
行为科技 (北京)有限公司 ,北京,15000-30000元/月,算法工程师
上海酷芯微电子有限公司 ,上海,20000-40000元/月,集成电路IC设计/应用工程师
上海速刷金融信息服务有限公司 ,上海,20001-30000元/月,算法工程师
宁波视睿迪光电有限公司 ,宁波,8000-16000元/月,算法工程师
清华四川能源互联网研究院 ,成都,17000-25000元/月,算法工程师
上海东庭自动化技术有限公司 ,上海,15000-20000元/月,算法工程师
浙江天衡五维电子科技有限公司 ,杭州,9000-18000元/月,系统集成工程师
北京源通电力科技有限公司济南分公司 ,济南,8001-10000元/月,算法工程师
深圳市中工巨能科技有限公司 ,深圳,8000-15000元/月,算法工程师
江苏杰若创信息科技有限公司 ,南京,8000-16000元/月,算法工程师
北京和协航电信息科技有限公司 ,北京,20001-30000元/月,算法工程师
深圳后土智能科技有限公司 ,深圳,10000-20000元/月,算法工程师
深圳市合尔为科技有限公司 ,深圳,13000-22000元/月,软件工程师
苏州思必驰信息科技有限公司 ,苏州,15000-30000元/月,算法工程师
北京太尔时代科技有限公司 ,北京,10001-15000元/月,其他
辽宁智管科技有限公司 ,长春,6000-10000元/月,算法工程师
思澜科技(成都)有限公司 ,成都,12000-24000元/月,算法工程师
先临三维科技股份有限公司 ,杭州,12000-20000元/月,算法工程师
上海快仓智能科技有限公司 ,上海,25000-50000元/月,算法工程师
上海智幻软件科技有限公司 ,上海,4001-6000元/月,算法工程师
同程艺龙 ,苏州,18000-25000元/月,算法工程师
北京思源互联科技有限公司 ,北京,15000-25000元/月,软件工程师
阿里巴巴集团 ,杭州,面议,算法工程师
上海辉格科技发展有限公司 ,长沙,15000-20000元/月,算法工程师
安徽继远软件有限公司 ,合肥,10001-15000元/月,高级软件工程师
山东创德软件技术有限公司 ,济南,6001-8000元/月,软件工程师
苏州华兴源创科技股份有限公司 ,苏州,15001-20000元/月,系统分析员
北京神州普惠科技股份有限公司 ,青岛,10001-15000元/月,算法工程师
杭州它人机器人技术有限公司 ,杭州,20800-37500元/月,算法工程师
泸州倍赛达科技有限公司 ,成都,18000-24000元/月,算法工程师
上海巴伦支教育科技有限公司 ,上海,6001-8000元/月,IT技术支持/维护工程师
成都大有兴通科技有限公司 ,成都,15000-25000元/月,算法工程师
咏传电子科技(上海)有限公司 ,西安,10000-20000元/月,算法工程师
广州乐家数字科技有限公司 ,广州,10000-15000元/月,算法工程师
武汉精测电子集团股份有限公司 ,武汉,8000-15000元/月,算法工程师
辽宁智管科技有限公司 ,哈尔滨,6000-10000元/月,算法工程师
天津通卡智能网络科技股份有限公司,天津,10001-15000元/月,算法工程师
上海酷芯微电子有限公司 ,上海,20000-40000元/月,集成电路IC设计/应用工程师
北京大恒图像视觉有限公司 ,成都,8000-15000元/月,算法工程师
坎德拉(深圳)科技创新有限公司 ,深圳,30000-60000元/月,算法工程师
武汉尺子科技有限公司 ,武汉,10000-20000元/月,算法工程师
深圳市爱康生物科技有限公司 ,深圳,10000-20000元/月,算法工程师
阿尔派电子（中国）有限公司 大连研发中心 ,大连,6000-12000元/月,嵌入式软件开发
深圳市友信长丰科技有限公司 ,深圳,20001-30000元/月,算法工程师
深圳市今日投资数据科技有限公司 ,深圳,20001-30000元/月,算法工程师
北京中尺度大气探测技术有限公司 ,北京,10001-15000元/月,软件研发工程师
天津中科智能技术研究院有限公司 ,天津,5000-8000元/月,算法工程师
中光华研电子科技有限公司 ,上海,8000-12000元/月,算法工程师
豪威科技(上海)有限公司 ,武汉,面议,算法工程师
杭州视氪科技有限公司 ,杭州,15000-30000元/月,算法工程师
北京外号信息技术有限公司 ,北京,15000-30000元/月,算法工程师
深圳三星通信技术研究有限公司 ,上海,50001-70000元/月,通信技术工程师
瑞达信息安全产业股份有限公司,武汉,12000-15000元/月,算法工程师
DHF IntellVision Corporation ,北京,15001-20000元/月,高级软件工程师
格陆博科技有限公司 ,上海,15001-20000元/月,算法工程师
北京迈博特医疗机器人科技有限公司 ,北京,10000-20000元/月,算法工程师
浙江鸿程计算机系统有限公司 ,杭州,20001-30000元/月,算法工程师
深圳市易流科技股份有限公司 ,西安,10000-20000元/月,算法工程师
北京旋极信息技术股份有限公司 ,沈阳,5000-10000元/月,算法工程师
新奥集团股份有限公司 ,廊坊,10000-20000元/月,算法工程师
北京北方烽火科技有限公司 ,北京,15001-20000元/月,通信标准化工程师
深圳市安保科技有限公司 ,深圳,15001-20000元/月,高级软件工程师
苏州智伟达机器人科技有限公司 ,苏州,10001-15000元/月,C语言开发工程师
北京中科信利技术有限公司 ,郑州,10000-20000元/月,算法工程师
坎德拉(深圳)科技创新有限公司 ,深圳,15000-30000元/月,算法工程师
北京小屯派科技有限责任公司 ,北京,20001-30000元/月,算法工程师
广州艾博智慧软件系统有限公司 ,广州,15000-28000元/月,算法工程师
无锡中感微电子股份有限公司 ,北京,20001-30000元/月,通信标准化工程师
坎德拉(深圳)科技创新有限公司 ,深圳,20000-40000元/月,算法工程师
北京热刺激光技术有限责任公司 ,北京,10000-20000元/月,算法工程师
中科天芯科技(北京)有限公司 ,北京,15000-30000元/月,电子元器件工程师
浙江亿邦通信科技股份有限公司,上海,8000-15000元/月,算法工程师
深圳光启高等理工研究院 ,深圳,10000-20000元/月,算法工程师
华夏芯(北京)通用处理器技术有限公司 ,北京,15000-25000元/月,算法工程师
广东紫晶信息存储技术股份有限公司广州分公司 ,广州,7500-15000元/月,算法工程师
北京易讯理想科技有限公司 ,成都,15000-25000元/月,算法工程师
苏州思必驰信息科技有限公司 ,苏州,20001-30000元/月,算法工程师
北京中创信测科技股份有限公司 ,南京,15000-25000元/月,软件工程师
北京嘉恒中自图像技术有限公司 ,北京,8000-16000元/月,算法工程师
杭州艾米机器人有限公司 ,杭州,15001-20000元/月,算法工程师
北京太火红鸟科技有限公司 ,深圳,18000-36000元/月,算法工程师
成都通甲优博科技有限责任公司 ,成都,15000-30000元/月,算法工程师
深圳优贤科技有限公司 ,深圳,30001-50000元/月,算法工程师
北京中科信利技术有限公司 ,广州,15000-30000元/月,算法工程师
浙江恩沃新能源科技有限公司 ,上海,8000-15000元/月,电子技术研发工程师
上海弗兮网络科技有限公司,上海,15001-20000元/月,算法工程师
北京世纪超星信息技术发展有限责任公司,南京,20000-40000元/月,算法工程师
思澜科技(成都)有限公司 ,成都,8000-12000元/月,算法工程师
深圳优贤科技有限公司 ,深圳,30001-50000元/月,高级软件工程师
深圳优贤科技有限公司 ,深圳,30001-50000元/月,算法工程师
浙江科澜信息技术有限公司,南京,10001-15000元/月,软件研发工程师
深圳优贤科技有限公司 ,深圳,30001-50000元/月,算法工程师
深圳优贤科技有限公司 ,深圳,30001-50000元/月,算法工程师
杭州中天微系统有限公司 ,上海,10000-20000元/月,语音/视频/图形开发
上海洋码头网络技术有限公司 ,上海,20001-30000元/月,算法工程师
东莞宜步汽车服务有限公司 ,东莞,8000-15000元/月,算法工程师
杭州鲁尔物联科技有限公司 ,杭州,9000-18000元/月,算法工程师
未来(北京)黑科技有限公司 ,北京,10000-20000元/月,算法工程师
北京大恒图像视觉有限公司 ,北京,13000-20000元/月,算法工程师
深圳优贤科技有限公司 ,深圳,30001-50000元/月,算法工程师
杭州中天微系统有限公司 ,上海,10000-20000元/月,语音/视频/图形开发
杭州中天微系统有限公司 ,杭州,10001-15000元/月,嵌入式软件开发
四川知周科技有限责任公司 ,成都,10001-15000元/月,算法工程师
杭州中天微系统有限公司 ,上海,10000-20000元/月,算法工程师
杭州中天微系统有限公司 ,上海,15000-25000元/月,算法工程师
广州市爱司凯科技股份有限公司杭州分公司 ,杭州,10000-20000元/月,算法工程师
杭州中天微系统有限公司 ,杭州,10000-15000元/月,算法工程师
广州笨笨网络科技有限公司 ,广州,10001-15000元/月,算法工程师
上海思贤信息技术股份有限公司 ,上海,10000-20000元/月,算法工程师
杭州中天微系统有限公司 ,杭州,10000-15000元/月,算法工程师
广州市爱司凯科技股份有限公司杭州分公司 ,杭州,15000-20000元/月,算法工程师
天津华海清科机电科技有限公司,天津,8001-10000元/月,算法工程师
上海思贤信息技术股份有限公司 ,上海,10000-20000元/月,高级软件工程师
四川拜伦科技有限公司 ,成都,10001-15000元/月,算法工程师
上海思贤信息技术股份有限公司 ,上海,20000-40000元/月,算法工程师
天津华海清科机电科技有限公司,北京,6001-8000元/月,算法工程师
纳米新能源(唐山)有限责任公司 ,北京,15001-20000元/月,嵌入式硬件开发
武汉尺子科技有限公司 ,武汉,15000-25000元/月,软件研发工程师
武汉尺子科技有限公司 ,武汉,3000-5000元/月,算法工程师
物联云仓(成都)科技有限公司 ,成都,10001-15000元/月,算法工程师
厦门云脉技术有限公司 ,厦门,8000-15000元/月,算法工程师
上海网域网络科技有限公司 ,上海,10000-20000元/月,算法工程师
杭州中亚瑞程包装科技有限公司 ,杭州,15001-20000元/月,算法工程师
浙江科澜信息技术有限公司,武汉,10001-15000元/月,软件研发工程师
南京派光信息技术有限公司 ,南京,10001-15000元/月,算法工程师
上海富瀚微电子股份有限公司 ,上海,20000-35000元/月,算法工程师
深圳市智国互联科技有限公司 ,深圳,15000-30000元/月,算法工程师
四川浩锐思达企业管理咨询有限公司 ,北京,25000-50000元/月,算法工程师
上海快仓智能科技有限公司 ,上海,20000-40000元/月,算法工程师
上海辉格科技发展有限公司 ,武汉,10001-15000元/月,算法工程师
深圳前海全盈科技有限公司 ,深圳,20000-35000元/月,算法工程师
东莞市李群自动化技术有限公司 ,广州,10001-15000元/月,算法工程师
北京索为视界科技有限公司 ,北京,10000-20000元/月,算法工程师
北京迈博特医疗机器人科技有限公司 ,北京,10000-20000元/月,算法工程师
西人马量子盾(北京)科技有限公司 ,北京,20001-30000元/月,算法工程师
珞石（北京）科技有限公司 ,北京,15001-20000元/月,算法工程师
上海维拓网络科技有限公司 ,上海,8000-16000元/月,算法工程师
北京瑞德基业光电技术有限公司 ,北京,20001-30000元/月,无线/射频通信工程师
成都费恩格尔微电子技术有限公司 ,成都,8000-16000元/月,其他
武汉时代地智科技股份有限公司 ,武汉,8000-15000元/月,算法工程师
深圳德聚企业管理咨询有限公司 ,深圳,20000-40000元/月,算法工程师
深圳国氢新能源科技有限公司 ,深圳,6001-8000元/月,软件工程师
北京智行者科技有限公司 ,北京,30001-50000元/月,算法工程师
中煤科工集团上海有限公司 ,上海,10000-20000元/月,算法工程师
哈尔滨思哲睿智能医疗设备有限公司 ,哈尔滨,4001-6000元/月,高级软件工程师
北京艾信运通技术有限公司 ,北京,8000-16000元/月,算法工程师
北京社文科技有限公司,北京,10001-15000元/月,算法工程师
杭州南江机器人股份有限公司 ,杭州,10000-20000元/月,算法工程师
维坤智能科技(上海)有限公司 ,上海,15000-30000元/月,算法工程师
弗徕威智能机器人科技(上海)有限公司,上海,15000-20000元/月,算法工程师
北京卓成世纪科技发展有限公司 ,北京,8000-15000元/月,算法工程师
北京康邦科技有限公司,北京,15001-20000元/月,算法工程师
北京艾信运通技术有限公司 ,北京,15000-30000元/月,算法工程师
北京思创贯宇科技开发有限公司,北京,6001-8000元/月,算法工程师
韩领网络科技(上海)有限公司 ,上海,20000-38000元/月,算法工程师
北京领骏科技有限公司 ,北京,15000-25000元/月,算法工程师
财富共赢集团(深圳)有限公司 ,深圳,8001-10000元/月,算法工程师
深圳英美达医疗技术有限公司 ,深圳,10001-15000元/月,算法工程师
北京智行者科技有限公司 ,北京,25000-50000元/月,算法工程师
微艾(上海)科技有限公司 ,上海,15000-30000元/月,算法工程师
北京领骏科技有限公司 ,北京,15000-25000元/月,算法工程师
广州首感光电科技有限公司 ,上海,20000-30000元/月,语音/视频/图形开发
杭州慧知连科技有限公司 ,杭州,15000-25000元/月,算法工程师
北京联创众升科技有限公司 ,北京,15001-20000元/月,算法工程师
上海企越信息技术有限公司 ,上海,10000-20000元/月,软件研发工程师
海马云（天津）信息技术有限公司北京分公司 ,北京,30001-50000元/月,高级软件工程师
上海辉格科技发展有限公司 ,武汉,10001-15000元/月,算法工程师
坎德拉(深圳)科技创新有限公司 ,深圳,15000-30000元/月,算法工程师
北京领骏科技有限公司 ,北京,20000-35000元/月,算法工程师
坎德拉(深圳)科技创新有限公司 ,深圳,15001-20000元/月,算法工程师
上海企越信息技术有限公司 ,上海,8000-15000元/月,系统工程师
坎德拉(深圳)科技创新有限公司 ,北京,15000-25000元/月,算法工程师
坎德拉(深圳)科技创新有限公司 ,北京,15000-30000元/月,算法工程师
北京国信宏数科技有限责任公司 ,北京,15001-20000元/月,算法工程师
上海仁维软件有限公司 ,上海,8000-15000元/月,C语言开发工程师
北京尚水信息技术股份有限公司,北京,6000-10000元/月,算法工程师
坎德拉(深圳)科技创新有限公司 ,深圳,15001-20000元/月,算法工程师
北京星达科技发展有限公司 ,北京,9000-12000元/月,自动化工程师
深圳市道通智能航空技术有限公司 ,深圳,25000-50000元/月,算法工程师
坎德拉(深圳)科技创新有限公司 ,深圳,15001-20000元/月,算法工程师
耐誉斯凯(北京)科技有限公司 ,北京,20001-30000元/月,算法工程师
成都嘉士觅企业管理咨询有限公司 ,北京,30001-50000元/月,算法工程师
北京泊松技术有限公司 ,北京,15001-20000元/月,嵌入式硬件开发
北京细推科技有限公司 ,北京,15000-30000元/月,算法工程师
深圳市罗伯医疗科技有限公司 ,深圳,10001-15000元/月,其他
北京若安咨询有限公司 ,北京,35000-60000元/月,算法工程师
浙江捷易智能科技股份有限公司杭州分公司 ,杭州,8001-10000元/月,算法工程师
深圳市志奋领科技有限公司 ,深圳,15001-20000元/月,算法工程师
北京智行者科技有限公司 ,北京,30001-50000元/月,算法工程师
坎德拉(深圳)科技创新有限公司 ,深圳,15000-25000元/月,机械研发工程师
天津中科智能技术研究院有限公司 ,天津,6000-8000元/月,算法工程师
常熟市浙大紫金光电技术研究中心 ,杭州,10000-20000元/月,算法工程师
北京瑞德基业光电技术有限公司 ,北京,20001-30000元/月,其他
上海安可科技股份有限公司 ,上海,8001-10000元/月,语音/视频/图形开发
浙江诺诺网络科技有限公司 ,杭州,15000-25000元/月,算法工程师
北京万物超体智能科技有限公司 ,北京,20001-30000元/月,算法工程师
北京东方金指科技有限公司 ,北京,9000-10000元/月,算法工程师
北京柠檬微趣科技股份有限公司 ,北京,20001-30000元/月,数据库开发工程师
北京棕榈创想科技有限公司 ,北京,2001-4000元/月,算法工程师
莱丁企业管理咨询(上海)有限公司 ,上海,20000-40000元/月,算法工程师
深圳前向启创数码技术有限公司西安分公司 ,深圳,10001-15000元/月,算法工程师
杭州真气科技有限公司 ,杭州,2001-4000元/月,算法工程师
深圳市前海亿车科技有限公司 ,深圳,20000-35000元/月,算法工程师
珞石（北京）科技有限公司 ,北京,15000-20000元/月,销售总监
元橡科技(北京)有限公司 ,北京,15000-30000元/月,算法工程师
湖南千盟物联信息技术有限公司 ,长沙,6000-12000元/月,系统集成工程师
珞石(山东)智能科技有限公司北京分公司 ,北京,10000-18000元/月,算法工程师
北京知藏云道科技有限公司 ,北京,30000-40000元/月,算法工程师
北京智能一点科技有限公司 ,北京,20000-40000元/月,算法工程师
同盾科技有限公司,上海,15001-20000元/月,算法工程师
北京细推科技有限公司 ,北京,10000-20000元/月,算法工程师
北京华安天诚科技有限公司 ,北京,15000-20000元/月,高级软件工程师
浙江科钛机器人股份有限公司 ,杭州,10000-20000元/月,算法工程师
上海艾奎信息科技有限公司 ,南京,3000-6000元/月,算法工程师
深圳市凌盟科技有限公司 ,深圳,10001-15000元/月,算法工程师
上海艾奎信息科技有限公司 ,南京,4001-6000元/月,算法工程师
北京英泰智科技股份有限公司,北京,10001-15000元/月,算法工程师
潮流网络技术有限公司 ,杭州,15000-25000元/月,算法工程师
北京中科遥数信息技术有限公司 ,成都,15001-20000元/月,高级软件工程师
浙江科钛机器人股份有限公司 ,杭州,8001-10000元/月,软件研发工程师
深圳市海梁科技有限公司 ,深圳,8000-16000元/月,算法工程师
北京汇影互联科技有限公司 ,北京,15001-20000元/月,算法工程师
小龙飞腾国际顾问(北京)有限公司 ,北京,30001-50000元/月,算法工程师
武汉四维图新科技有限公司 ,武汉,8000-12000元/月,算法工程师
北京行易道科技有限公司 ,北京,20000-35000元/月,算法工程师
北京泊松技术有限公司 ,北京,15001-20000元/月,高级软件工程师
苏州德创测控科技有限公司 ,苏州,20001-30000元/月,算法工程师
保定市天河电子技术有限公司 ,保定,面议,算法工程师
北京波德管理咨询有限公司 ,北京,30000-60000元/月,算法工程师
浙江伽奈维医疗科技有限公司 ,杭州,20001-30000元/月,算法工程师
浙江科澜信息技术有限公司,北京,10001-15000元/月,软件研发工程师
深圳市普汇智联科技有限公司 ,深圳,15000-25000元/月,算法工程师
杭州大名软件有限公司 ,杭州,20001-30000元/月,算法工程师
上海聿冠智能科技有限公司 ,上海,10001-15000元/月,算法工程师
北京小鸟看看科技有限公司 ,北京,20000-40000元/月,算法工程师
杭州大名软件有限公司 ,杭州,15000-25000元/月,算法工程师
北京智行者科技有限公司 ,北京,30001-50000元/月,算法工程师
北京智行者科技有限公司 ,北京,30001-50000元/月,算法工程师
北京小鸟看看科技有限公司 ,北京,20001-30000元/月,算法工程师
北京热刺激光技术有限责任公司 ,北京,15001-20000元/月,软件研发工程师
北京国泰政通科技股份有限公司 ,北京,10001-15000元/月,算法工程师
华通科技有限公司 ,重庆,8001-10000元/月,算法工程师
深圳市早知道科技有限公司 ,深圳,20000-40000元/月,算法工程师
北京茵沃汽车科技有限公司 ,北京,10000-20000元/月,算法工程师
西安方元明科技股份有限公司,西安,5000-10000元/月,算法工程师
苏州九号电子科技有限公司 ,苏州,10000-20000元/月,高级软件工程师
北京博思廷科技有限公司 ,北京,15000-25000元/月,算法工程师
北京小鸟看看科技有限公司 ,北京,20000-40000元/月,算法工程师
北京明兰网络科技有限公司 ,北京,10000-20000元/月,算法工程师
德润特数字影像科技（北京）有限公司 ,武汉,10000-20000元/月,算法工程师
酷聘科技(北京)有限公司 ,北京,30001-50000元/月,算法工程师
深圳市维海德技术股份有限公司 ,深圳,15000-30000元/月,算法工程师
深圳市冠凯科技有限公司 ,深圳,10000-20000元/月,算法工程师
北京热刺激光技术有限责任公司 ,北京,10001-15000元/月,算法工程师
北京云迹科技有限公司 ,北京,20001-30000元/月,算法工程师
深圳市贝斯达医疗股份有限公司 ,深圳,8001-10000元/月,算法工程师
北京易通联网络技术有限公司 ,北京,48000-95000元/月,算法工程师
苏州美房云客软件科技股份有限公司北京分公司 ,北京,15000-30000元/月,算法工程师
上海帆声图像科技有限公司 ,上海,20001-30000元/月,算法工程师
北京中科奥森数据科技有限公司 ,北京,20001-30000元/月,算法工程师
天津美安驰自动化科技有限公司 ,天津,10001-15000元/月,算法工程师
坎德拉(深圳)科技创新有限公司 ,深圳,30000-60000元/月,算法工程师
中能瑞通(北京)科技有限公司 ,北京,6000-12000元/月,算法工程师
成都有据量化科技有限公司 ,上海,20000-40000元/月,算法工程师
杭州利珀科技有限公司 ,杭州,1000元/月以下,算法工程师
杭州利珀科技有限公司 ,杭州,10001-15000元/月,算法工程师
北京首跃科技有限公司 ,北京,15001-20000元/月,算法工程师
深圳前向启创数码技术有限公司西安分公司 ,西安,10001-15000元/月,算法工程师
鲸力智享（北京）科技有限公司 ,北京,10001-15000元/月,算法工程师
北京华捷艾米科技有限公司 ,北京,15000-30000元/月,算法工程师
北京聚量广告传媒有限公司 ,北京,10001-15000元/月,算法工程师
珠海云洲智能科技有限公司 ,深圳,8000-16000元/月,仿真应用工程师
北京华捷艾米科技有限公司 ,北京,15000-30000元/月,算法工程师
浙江云视数据技术有限公司 ,杭州,10001-15000元/月,算法工程师
广州艾博智慧软件系统有限公司 ,广州,15000-28000元/月,算法工程师
四川智能视讯信息技术有限公司 ,成都,10001-15000元/月,语音/视频/图形开发
深圳市英维克信息技术有限公司 ,深圳,10000-15000元/月,算法工程师
北京大数据研究院 ,杭州,10001-15000元/月,算法工程师
北京中科信利技术有限公司 ,北京,20001-30000元/月,算法工程师
北京华捷艾米科技有限公司 ,北京,15000-30000元/月,算法工程师
广州市浩洋电子股份有限公司 ,广州,10000-15000元/月,算法工程师
中科博宏(北京)科技有限公司 ,北京,15001-20000元/月,算法工程师
深圳开阳电子股份有限公司 ,杨凌,2001-4000元/,算法工程师
上海大图医疗科技有限公司 ,上海,10001-15000元/月,算法工程师
北京增强智能科技有限公司 ,北京,12000-24000元/月,算法工程师
北京天远三维科技股份有限公司 ,北京,15001-20000元/月,软件研发工程师
武汉众智鸿图科技有限公司 ,武汉,8000-15000元/月,算法工程师
上海酷芯微电子有限公司 ,上海,20000-35000元/月,算法工程师
智锐达仪器科技南通有限公司 ,北京,15001-20000元/月,语音/视频/图形开发
北京银河润泰科技有限公司 ,北京,15000-30000元/月,算法工程师
浙江核新同花顺网络信息股份有限公司 ,杭州,10000-20000元/月,算法工程师
广州市东域信息科技有限公司 ,广州,10001-15000元/月,算法工程师
北京思维鑫科信息技术有限公司 ,北京,10001-15000元/月,算法工程师
江苏思特威电子科技有限公司 ,上海,15001-20000元/月,软件工程师
苏州郡伟智能光学有限公司 ,苏州,10001-15000元/月,算法工程师
郑州天迈科技股份有限公司 ,深圳,25000-50000元/月,软件研发工程师
安徽科微智能科技有限公司 ,合肥,12000-23000元/月,算法工程师
天津恒宇医疗科技有限公司 ,天津,6001-8000元/月,医疗器械研发
北京航天飞腾装备技术有限责任公司 ,北京,10000-15000元/月,科研人员
华夏芯(北京)通用处理器技术有限公司 ,北京,20001-30000元/月,高级软件工程师
长沙行深智能科技有限公司 ,长沙,8000-16000元/月,其他
共致开源(北京)信息科技有限公司 ,长沙,8001-10000元/月,数据库开发工程师
新浪网 ,北京,10001-15000元/月,算法工程师
珠海博明视觉科技有限公司 ,珠海,9000-15000元/月,算法工程师
天津光电集团有限公司 ,天津,7000-14000元/月,通信研发工程师
浙江蓝鸽科技有限公司 ,上海,12000-15000元/月,算法工程师
浙江拓峰科技股份有限公司,杭州,8000-15000元/月,算法工程师
沈阳二一三电子科技有限公司 ,沈阳,7000-10000元/月,算法工程师
无锡先导智能装备股份有限公司 ,上海,15000-25000元/月,算法工程师
阿里巴巴集团 ,上海,面议,其他
中科芯片(广安)有限公司 ,成都,8001-10000元/月,算法工程师
浙江玩美数据科技有限公司 ,北京,7000-14000元/月,算法工程师
阿里巴巴集团 ,北京,面议,其他
北京华捷艾米科技有限公司 ,北京,20001-30000元/月,算法工程师
南京申宁达智能科技有限公司 ,南京,10000-20000元/月,算法工程师
珠海普生医疗科技有限公司 ,珠海,10000-18000元/月,语音/视频/图形开发
温州视佳科技有限公司 ,温州,10000-20000元/月,算法工程师
浙江普可医疗科技有限公司 ,杭州,7000-10000元/月,医疗器械研发
北京中科信利技术有限公司 ,乌鲁木齐,15000-20000元/月,算法工程师
招银网络科技（杭州）有限公司 ,杭州,面议,算法工程师
常州市凯迪电器股份有限公司 ,武汉,12000-20000元/月,软件研发工程师
阿里巴巴集团 ,杭州,面议,其他
湖南鲲鹏智汇无人机技术有限公司 ,长沙,8000-15000元/月,算法工程师
浙江艾罗网络能源技术有限公司 ,杭州,6000-11000元/月,算法工程师
江苏创越医疗科技有限公司 ,南京,15000-25000元/月,算法工程师
科大讯飞股份有限公司,合肥,14000-28000元/月,算法工程师
德菲洛(杭州)科技有限公司 ,杭州,10001-15000元/月,高级硬件工程师
洛阳卓阳耀滨科技企业孵化器有限公司 ,洛阳,6001-8000元/月,自动化工程师
国电联合动力技术有限公司,北京,20001-30000元/月,软件研发工程师
洛阳中科信息产业研究院(中科院计算技术研究所洛阳分所) ,洛阳,8001-10000元/月,语音/视频/图形开发
北京智慧眼科技股份有限公司湖南分公司 ,北京,25000-50000元/月,算法工程师
天津清智科技有限公司 ,天津,6000-12000元/月,科研人员
大连车为先科技有限公司 ,沈阳,10001-15000元/月,高级软件工程师
青岛光流软件技术有限公司 ,青岛,4001-6000元/月,软件研发工程师
竞技世界(北京)网络技术有限公司,北京,25000-45000元/月,算法工程师
西安大浪企业管理咨询有限公司,北京,30001-50000元/月,算法工程师
北京中计新业科技发展有限公司 ,北京,8001-10000元/月,销售总监
数优(苏州)人工智能科技有限公司 ,苏州,7000-14000元/月,算法工程师
惠智泰科(沈阳)智能科技有限公司 ,沈阳,10001-15000元/月,算法工程师
博微太赫兹信息科技有限公司 ,合肥,10000-20000元/月,算法工程师
天津大海云科技有限公司 ,北京,20000-30000元/月,其他
钧云(上海)网络科技有限公司,北京,25000-40000元/月,软件工程师
医康互联(北京)科技有限公司 ,长沙,10000-20000元/月,C语言开发工程师
浙江捷尚视觉科技股份有限公司 ,杭州,10000-20000元/月,嵌入式软件开发
拜耳斯特医疗机器人技术(天津)有限公司 ,天津,10001-15000元/月,软件研发工程师
常州市新瑞得仪器有限公司 ,常州,10001-15000元/月,算法工程师
苏州思必驰信息科技有限公司 ,苏州,20000-40000元/月,高级软件工程师
杭州红花朵朵网络技术有限公司 ,杭州,25000-50000元/月,算法工程师
厦门思泰克智能科技股份有限公司 ,厦门,12000-21889元/月,算法工程师
径卫视觉科技(上海)有限公司 ,上海,1000元/月以下,算法工程师
北京远鉴科技股份有限公司 ,北京,20001-30000元/月,语音/视频/图形开发
阿里巴巴集团 ,杭州,面议,其他
北京远鉴科技股份有限公司 ,北京,30001-50000元/月,算法工程师
北京中星时代科技有限公司 ,北京,15000-30000元/月,算法工程师
深圳市众泰兄弟科技发展有限公司 ,武汉,6000-10000元/月,算法工程师
彩虹无线(北京)新技术有限公司 ,北京,15001-20000元/月,算法工程师
天津光电集团有限公司 ,天津,7000-14000元/月,通信研发工程师
先临三维科技股份有限公司 ,杭州,12000-15000元/月,算法工程师
北京细推科技有限公司 ,北京,15000-30000元/月,算法工程师
合肥芯福传感器技术有限公司北京分公司 ,北京,10000-20000元/月,算法工程师
兆讯恒达微电子技术(北京)有限公司 ,北京,15000-25000元/月,通信技术工程师
上海凌笛数码科技有限公司 ,杭州,30001-50000元/月,语音/视频/图形开发
泸州倍赛达科技有限公司 ,上海,18000-24000元/月,算法工程师
北京华捷艾米科技有限公司 ,北京,20001-30000元/月,算法工程师
兆讯恒达微电子技术(北京)有限公司 ,北京,15000-25000元/月,通信技术工程师
北京升鑫网络科技有限公司 ,北京,20000-40000元/月,算法工程师
杭州慧知连科技有限公司 ,杭州,10000-20000元/月,算法工程师
北京君正集成电路股份有限公司,北京,8000-15000元/月,算法工程师
北京瑞尔视科技有限公司,北京,30000-35000元/月,算法工程师
兆讯恒达微电子技术(北京)有限公司 ,北京,15000-25000元/月,通信技术工程师
北京远鉴科技股份有限公司 ,北京,30001-50000元/月,算法工程师
星矢(天津)科技股份有限公司 ,天津,8000-15000元/月,算法工程师
北京瑞尔天天科技有限公司 ,北京,20001-30000元/月,算法工程师
北京芯盾时代科技有限公司 ,北京,20000-35000元/月,算法工程师
北京瑞达恩科技股份有限公司 ,北京,20001-30000元/月,高级软件工程师
